00740001|20191130|50|12055473|REV                    00000000000000000000         |007400015012055473REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.851600|               0.00|00000|00000|             660.97|
00740001|20191130|50|12850397|REV                    00000000000000000000         |007400015012850397REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|            5718.43|
00740001|20191130|50|12852020|REV                    00000000000000000000         |007400015012852020REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   1.148400|               0.00|00000|00000|             -35.02|
00740001|20191130|50|12891298|REV                    00000000000000000000         |007400015012891298REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|             -95.99|
00740001|20191130|50|12925125|REV                    00000000000000000000         |007400015012925125REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|             105.92|
00740001|20191130|50|12925753|REV                    00000000000000000000         |007400015012925753REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|            -154.09|
00740001|20191130|50|12927578|REV                    00000000000000000000         |007400015012927578REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|               0.00|
00740001|20191130|50|12930315|REV                    00000000000000000000         |007400015012930315REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|               0.00|
00740001|20191130|50|12934167|DEF                    00000000000000000000         |007400015012934167DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|             141.78|
00740001|20191130|50|12934167|REV                    00000000000000000000         |007400015012934167REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.826800|               0.00|00000|00000|           92335.17|
00740001|20191130|50|12937948|REV                    00000000000000000000         |007400015012937948REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.982100|               0.00|00000|00000|            7813.99|
00740001|20191130|50|12943786|REV                    00000000000000000000         |007400015012943786REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|              -1.64|
00740001|20191130|50|12944618|REV                    00000000000000000000         |007400015012944618REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|           31699.64|
00740001|20191130|50|12966212|REV                    00000000000000000000         |007400015012966212REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|           30590.06|
00740001|20191130|50|12966956|REV                    00000000000000000000         |007400015012966956REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.232100|               0.00|00000|00000|           19476.14|
00740001|20191130|50|12971054|REV                    00000000000000000000         |007400015012971054REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|            1685.91|
00740001|20191130|50|12971100|REV                    00000000000000000000         |007400015012971100REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.081400|               0.00|00000|00000|           39113.87|
00740001|20191130|50|12971208|REV                    00000000000000000000         |007400015012971208REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|            4472.16|
00740001|20191130|50|12980290|DEF                    00000000000000000000         |007400015012980290DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.406400|               0.00|00000|00000|             418.83|
00740001|20191130|50|12980290|REV                    00000000000000000000         |007400015012980290REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.406400|               0.00|00000|00000|             425.33|
00740001|20191130|50|12980363|REV                    00000000000000000000         |007400015012980363REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.232100|               0.00|00000|00000|            2411.03|
00740001|20191130|50|12981416|DEF                    00000000000000000000         |007400015012981416DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.406400|               0.00|00000|00000|            6121.79|
00740001|20191130|50|12981416|REV                    00000000000000000000         |007400015012981416REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.406400|               0.00|00000|00000|            5612.27|
00740001|20191130|50|12981440|REV                    00000000000000000000         |007400015012981440REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|               0.00|
00740001|20191130|50|13289060|DEF                    00000000000000000000         |007400015013289060DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|             529.19|
00740001|20191130|50|13289060|REV                    00000000000000000000         |007400015013289060REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|           18601.63|
00740001|20191130|50|13508064|REV                    00000000000000000000         |007400015013508064REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|           21314.16|
00740001|20191130|50|13519899|REV                    00000000000000000000         |007400015013519899REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|             329.35|
00740001|20191130|50|13530027|REV                    00000000000000000000         |007400015013530027REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|             883.18|
00740001|20191130|50|13533697|REV                    00000000000000000000         |007400015013533697REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|            6034.80|
00740001|20191130|50|13555704|REV                    00000000000000000000         |007400015013555704REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|             -57.64|
00740001|20191130|50|13559637|REV                    00000000000000000000         |007400015013559637REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|            5080.95|
00740001|20191130|50|13561321|REV                    00000000000000000000         |007400015013561321REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.232100|               0.00|00000|00000|            1101.07|
00740001|20191130|50|13567354|REV                    00000000000000000000         |007400015013567354REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|             679.99|
00740001|20191130|50|13666026|REV                    00000000000000000000         |007400015013666026REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.837000|               0.00|00000|00000|           88985.38|
00740001|20191130|50|13674584|REV                    00000000000000000000         |007400015013674584REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.648800|               0.00|00000|00000|               4.67|
00740001|20191130|50|13694372|REV                    00000000000000000000         |007400015013694372REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           11365.67|
00740001|20191130|50|13702456|REV                    00000000000000000000         |007400015013702456REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|          -84237.12|
00740001|20191130|50|13733041|REV                    00000000000000000000         |007400015013733041REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|             317.00|
00740001|20191130|50|13742008|REV                    00000000000000000000         |007400015013742008REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.093200|               0.00|00000|00000|           14196.06|
00740001|20191130|50|13743055|REV                    00000000000000000000         |007400015013743055REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.093200|               0.00|00000|00000|           33560.37|
00740001|20191130|50|13743659|REV                    00000000000000000000         |007400015013743659REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|            3691.45|
00740001|20191130|50|13744906|REV                    00000000000000000000         |007400015013744906REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           24034.95|
00740001|20191130|50|13748049|REV                    00000000000000000000         |007400015013748049REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           26267.90|
00740001|20191130|50|13753581|DEF                    00000000000000000000         |007400015013753581DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.418200|               0.00|00000|00000|              52.78|
00740001|20191130|50|13753581|REV                    00000000000000000000         |007400015013753581REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.418200|               0.00|00000|00000|          106710.43|
00740001|20191130|50|13762092|REV                    00000000000000000000         |007400015013762092REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|               0.00|
00740001|20191130|50|13764338|REV                    00000000000000000000         |007400015013764338REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           21154.74|
00740001|20191130|50|13766926|REV                    00000000000000000000         |007400015013766926REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|            1098.00|
00740001|20191130|50|13770257|REV                    00000000000000000000         |007400015013770257REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|            -388.14|
00740001|20191130|50|13784525|REV                    00000000000000000000         |007400015013784525REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           76336.54|
00740001|20191130|50|13826686|REV                    00000000000000000000         |007400015013826686REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|               0.00|
00740001|20191130|50|13830306|DEF                    00000000000000000000         |007400015013830306DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.418200|               0.00|00000|00000|            2112.19|
00740001|20191130|50|13830306|REV                    00000000000000000000         |007400015013830306REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.418200|               0.00|00000|00000|           27691.07|
00740001|20191130|50|13839915|REV                    00000000000000000000         |007400015013839915REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|             491.35|
00740001|20191130|50|13845796|REV                    00000000000000000000         |007400015013845796REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.418200|               0.00|00000|00000|           73442.30|
00740001|20191130|50|13851281|REV                    00000000000000000000         |007400015013851281REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|            6543.80|
00740001|20191130|50|13851680|REV                    00000000000000000000         |007400015013851680REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|               0.00|
00740001|20191130|50|13853128|REV                    00000000000000000000         |007400015013853128REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           70944.73|
00740001|20191130|50|13853152|REV                    00000000000000000000         |007400015013853152REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   1.159800|               0.00|00000|00000|             980.37|
00740001|20191130|50|13853667|REV                    00000000000000000000         |007400015013853667REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           11695.25|
00740001|20191130|50|13853748|REV                    00000000000000000000         |007400015013853748REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           19766.76|
00740001|20191130|50|13854132|REV                    00000000000000000000         |007400015013854132REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           19821.93|
00740001|20191130|50|13859185|REV                    00000000000000000000         |007400015013859185REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.243400|               0.00|00000|00000|           10568.48|
00740001|20191130|50|13859304|REV                    00000000000000000000         |007400015013859304REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   1.993400|               0.00|00000|00000|            5923.51|
00740001|20191130|50|14980883|REV                    00000000000000000000         |007400015014980883REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.660100|               0.00|00000|00000|           13584.81|
00740001|20191130|50|15060109|REV                    00000000000000000000         |007400015015060109REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|             -26.31|
00740001|20191130|50|15060257|REV                    00000000000000000000         |007400015015060257REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|            2133.74|
00740001|20191130|50|15060478|REV                    00000000000000000000         |007400015015060478REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|            3103.92|
00740001|20191130|50|15060613|REV                    00000000000000000000         |007400015015060613REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.420000|               0.00|00000|00000|            2045.82|
00740001|20191130|50|15060699|REV                    00000000000000000000         |007400015015060699REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|              -0.20|
00740001|20191130|50|15061865|REV                    00000000000000000000         |007400015015061865REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|          124869.54|
00740001|20191130|50|15062209|REV                    00000000000000000000         |007400015015062209REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.850600|               0.00|00000|00000|           48104.62|
00740001|20191130|50|15062853|DEF                    00000000000000000000         |007400015015062853DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|           18565.33|
00740001|20191130|50|15062853|REV                    00000000000000000000         |007400015015062853REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.084500|               0.00|00000|00000|           44628.94|
00740001|20191130|50|15062942|REV                    00000000000000000000         |007400015015062942REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|           13676.28|
00740001|20191130|50|15063396|REV                    00000000000000000000         |007400015015063396REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|            3131.00|
00740001|20191130|50|15063418|REV                    00000000000000000000         |007400015015063418REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|            1264.02|
00740001|20191130|50|15063868|REV                    00000000000000000000         |007400015015063868REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|            1878.00|
00740001|20191130|50|15065135|REV                    00000000000000000000         |007400015015065135REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|             330.75|
00740001|20191130|50|15065518|DEF                    00000000000000000000         |007400015015065518DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|            2397.68|
00740001|20191130|50|15065518|REV                    00000000000000000000         |007400015015065518REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|           25821.00|
00740001|20191130|50|15066611|REV                    00000000000000000000         |007400015015066611REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.420000|               0.00|00000|00000|           26106.39|
00740001|20191130|50|15066697|REV                    00000000000000000000         |007400015015066697REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|            2808.92|
00740001|20191130|50|15067367|REV                    00000000000000000000         |007400015015067367REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|            5108.00|
00740001|20191130|50|15067820|REV                    00000000000000000000         |007400015015067820REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|             451.00|
00740001|20191130|50|15069246|REV                    00000000000000000000         |007400015015069246REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|            6115.23|
00740001|20191130|50|15069289|REV                    00000000000000000000         |007400015015069289REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|          106341.52|
00740001|20191130|50|15073227|REV                    00000000000000000000         |007400015015073227REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|           86699.20|
00740001|20191130|50|15082935|REV                    00000000000000000000         |007400015015082935REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|          132042.72|
00740001|20191130|50|15092809|REV                    00000000000000000000         |007400015015092809REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|           -1192.66|
00740001|20191130|50|15093333|REV                    00000000000000000000         |007400015015093333REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|             -45.78|
00740001|20191130|50|15095530|REV                    00000000000000000000         |007400015015095530REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|           30597.53|
00740001|20191130|50|15097657|REV                    00000000000000000000         |007400015015097657REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.661800|               0.00|00000|00000|             -12.96|
00740001|20191130|50|15106303|REV                    00000000000000000000         |007400015015106303REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|           24724.02|
00740001|20191130|50|15106672|REV                    00000000000000000000         |007400015015106672REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|             -52.94|
00740001|20191130|50|15130034|REV                    00000000000000000000         |007400015015130034REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|           20245.64|
00740001|20191130|50|15136946|DEF                    00000000000000000000         |007400015015136946DEF                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.850600|               0.00|00000|00000|          100758.58|
00740001|20191130|50|15136946|REV                    00000000000000000000         |007400015015136946REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.850600|               0.00|00000|00000|          107839.99|
00740001|20191130|50|15137403|REV                    00000000000000000000         |007400015015137403REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|             716.90|
00740001|20191130|50|15147166|REV                    00000000000000000000         |007400015015147166REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|           -2106.70|
00740001|20191130|50|15147190|REV                    00000000000000000000         |007400015015147190REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|            3867.02|
00740001|20191130|50|15151708|REV                    00000000000000000000         |007400015015151708REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|            6185.51|
00740001|20191130|50|15157277|REV                    00000000000000000000         |007400015015157277REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|               0.00|
00740001|20191130|50|15163161|REV                    00000000000000000000         |007400015015163161REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   2.995100|               0.00|00000|00000|            2150.06|
00740001|20191130|50|15163242|REV                    00000000000000000000         |007400015015163242REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   3.095000|               0.00|00000|00000|          150769.29|
00740001|20191130|50|15166934|REV                    00000000000000000000         |007400015015166934REV                    00000000000000000000         |20191129|20.51.39       |TC   |MP      |MP      |        |        |               0.00|  |               0.00|   5.245100|               0.00|00000|00000|            7715.40|
